open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume,ignore
2026-08-04 12:30:00+00:00,63834.6,63882.0,63814.57,63881.99,25.3992,1785846899999,1621448.61380920,9011,15.78740000,1007874.16043860,0
2026-08-04 12:35:00+00:00,63882.0,64062.46,63879.08,63986.0,143.23342,1785847199999,9165501.86867840,13862,107.98957000,6909885.57166950,0
2026-08-04 12:40:00+00:00,63986.01,64021.66,63942.0,63966.0,62.33692,1785847499999,3988104.93186260,10423,38.25564000,2447176.05313440,0
2026-08-04 12:45:00+00:00,63966.01,63974.0,63918.88,63918.88,27.29965,1785847799999,1745418.54332830,8168,15.38217000,983401.05151470,0
2026-08-04 12:50:00+00:00,63918.89,64008.24,63912.51,63951.75,52.96769,1785848099999,3387807.60653970,8110,39.05744000,2497953.38740180,0
2026-08-04 12:55:00+00:00,63951.75,63951.76,63906.4,63906.41,12.39567,1785848399999,792457.86042370,3203,4.33690000,277256.90130710,0
2026-08-04 13:00:00+00:00,63906.41,63966.0,63845.68,63932.0,41.71162,1785848699999,2665129.59731280,9492,20.70455000,1322947.60156800,0
2026-08-04 13:05:00+00:00,63932.0,64015.22,63931.99,63962.01,66.77342,1785848999999,4272240.04948740,11448,47.04121000,3009730.64094460,0
2026-08-04 13:10:00+00:00,63962.0,63984.08,63945.3,63945.3,23.54162,1785849299999,1506064.91120120,3229,14.14665000,905053.13295870,0
2026-08-04 13:15:00+00:00,63945.3,63947.87,63860.19,63860.2,21.57471,1785849599999,1379154.73531380,3994,4.87353000,311590.24353010,0
2026-08-04 13:20:00+00:00,63860.19,64023.45,63860.19,63919.86,77.84109,1785849899999,4978450.09200400,11898,60.16047000,3847458.42316740,0
2026-08-04 13:25:00+00:00,63919.85,63947.89,63880.01,63890.82,66.90521,1785850199999,4275899.23362040,10987,38.73727000,2475482.62076570,0
2026-08-04 13:30:00+00:00,63890.82,64032.36,63819.48,63982.02,130.7093,1785850499999,8359389.14680560,31418,70.13580000,4485133.44133690,0
2026-08-04 13:35:00+00:00,63982.02,64071.99,63934.5,64033.24,138.19875,1785850799999,8845606.84094630,26486,88.22266000,5646491.64529170,0
2026-08-04 13:40:00+00:00,64033.24,64097.74,64013.8,64013.8,112.58002,1785851099999,7211685.46713350,18547,59.00572000,3780226.26819760,0
2026-08-04 13:45:00+00:00,64013.8,64013.8,63772.0,63861.68,154.45758,1785851399999,9865504.64702270,31026,77.91183000,4975624.28262280,0
2026-08-04 13:50:00+00:00,63861.68,63922.0,63760.0,63798.0,115.62563,1785851699999,7382039.57770790,22865,72.10006000,4603937.37768020,0
2026-08-04 13:55:00+00:00,63798.0,63802.19,63656.0,63683.94,102.9846,1785851999999,6561103.53006930,17795,46.02277000,2931915.48914410,0
2026-08-04 14:00:00+00:00,63683.95,63790.0,63615.38,63786.01,92.42311,1785852299999,5887040.48941580,24933,62.80239000,4000495.60849610,0
2026-08-04 14:05:00+00:00,63786.0,63926.0,63710.0,63723.31,100.59349,1785852599999,6417091.45298540,21532,67.62759000,4313628.03137580,0
2026-08-04 14:10:00+00:00,63723.3,63816.0,63708.9,63803.16,40.56495,1785852899999,2586304.92784070,10509,25.88057000,1649977.30271350,0
2026-08-04 14:15:00+00:00,63803.16,63845.0,63624.04,63668.16,72.52636,1785853199999,4624137.22222280,22157,36.39916000,2320726.62264260,0
2026-08-04 14:20:00+00:00,63668.17,63771.77,63618.01,63721.99,62.18288,1785853499999,3960636.66080110,18379,35.94325000,2289155.32418910,0
2026-08-04 14:25:00+00:00,63721.99,63903.02,63714.0,63887.51,47.09023,1785853799999,3006176.69659070,15364,31.56710000,2014999.54533080,0
2026-08-04 14:30:00+00:00,63887.51,64011.54,63860.0,63943.55,79.12819,1785854099999,5059443.95662700,20845,46.58700000,2979049.74933740,0
2026-08-04 14:35:00+00:00,63943.54,64047.6,63908.0,63993.48,75.93963,1785854399999,4858707.25187500,18210,45.38302000,2903884.87091610,0
2026-08-04 14:40:00+00:00,63993.48,64180.0,63983.21,64124.84,149.40332,1785854699999,9578504.64217890,24921,101.61012000,6513416.25415350,0
2026-08-04 14:45:00+00:00,64124.84,64130.0,64058.0,64077.01,68.3493,1785854999999,4380997.81156910,18899,40.45906000,2593205.94189490,0
2026-08-04 14:50:00+00:00,64077.0,64135.23,64058.0,64094.29,55.00241,1785855299999,3525504.50465950,14207,29.33173000,1879999.67485270,0
